;Value;tweet;cleaning;tweet_tokens
1493;Negatif;ada yg tau cara cepat cari tanggal lahirnya ga? ga mungkin anjir scroll sampe tahun 1959.... pls help, ga bisa diketik soalnya tanggalnya @plindungi gimana ni  https://t.co/s8d35bwttv;ada yg tau cara cepat cari tanggal lahirnya ga ga mungkin anjir scroll sampe tahun pls help ga bisa diketik soalnya tanggalnya gimana ni;['ada', 'yg', 'tau', 'cara', 'cepat', 'cari', 'tanggal', 'lahirnya', 'ga', 'ga', 'mungkin', 'anjir', 'scroll', 'sampe', 'tahun', 'pls', 'help', 'ga', 'bisa', 'diketik', 'soalnya', 'tanggalnya', 'gimana', 'ni']
1494;Negatif;@plindungi halo. hasil pcr saya tidak muncul di app pedulilindungi. pihak lab menyatakan sudah input. saya akan berangkat jam 7 pagi menggunakan pesawat.;halo hasil pcr saya tidak muncul di app pedulilindungi pihak lab menyatakan sudah input saya akan berangkat jam pagi menggunakan pesawat;['halo', 'hasil', 'pcr', 'saya', 'tidak', 'muncul', 'di', 'app', 'pedulilindungi', 'pihak', 'lab', 'menyatakan', 'sudah', 'input', 'saya', 'akan', 'berangkat', 'jam', 'pagi', 'menggunakan', 'pesawat']
1495;Negatif;@plindungi lagi error ya .-. input antigen pasienâ dri kmrin ga masukâ ð­ð­;lagi error ya input antigen pasien dri kmrin ga masuk;['lagi', 'error', 'ya', 'input', 'antigen', 'pasien', 'dri', 'kmrin', 'ga', 'masuk']
1496;Negatif;@plindungi halo admin, saya sedang karantina. apa ada info untuk patokan berapa lama kita karantina dan kapan berakhir di aplikasi pedulilindungi?  https://t.co/wn6ibkkp4x;halo admin saya sedang karantina apa ada info untuk patokan berapa lama kita karantina dan kapan berakhir di aplikasi pedulilindungi;['halo', 'admin', 'saya', 'sedang', 'karantina', 'apa', 'ada', 'info', 'untuk', 'patokan', 'berapa', 'lama', 'kita', 'karantina', 'dan', 'kapan', 'berakhir', 'di', 'aplikasi', 'pedulilindungi']
1497;Negatif;@sumaru90 @plindungi iya si bener wkwk amannya di print  seperti kata bapak @luthfanar, mendukung perekonomian umkm fotokopi;iya si bener wkwk amannya di print seperti kata bapak mendukung perekonomian umkm fotokopi;['iya', 'si', 'bener', 'wkwk', 'amannya', 'di', 'print', 'seperti', 'kata', 'bapak', 'mendukung', 'perekonomian', 'umkm', 'fotokopi']
1498;Negatif;@revoreva @plindungi oooo. masalahnya tetep was was lur. di sistem mereka ada dualisme.  di cek di portal cekmandiri ada. tapi di apps/fe utama pl nya ga ada wkwkwkwk.  ngeri2 sedap, tetep kudu print ini mah biar aman hahaha.;oooo masalahnya tetep was was lur di sistem mereka ada dualisme di cek di portal cekmandiri ada tapi di appsfe utama pl nya ga ada wkwkwkwk ngeri sedap tetep kudu print ini mah biar aman hahaha;['oooo', 'masalahnya', 'tetep', 'was', 'was', 'lur', 'di', 'sistem', 'mereka', 'ada', 'dualisme', 'di', 'cek', 'di', 'portal', 'cekmandiri', 'ada', 'tapi', 'di', 'appsfe', 'utama', 'pl', 'nya', 'ga', 'ada', 'wkwkwkwk', 'ngeri', 'sedap', 'tetep', 'kudu', 'print', 'ini', 'mah', 'biar', 'aman', 'hahaha']
1499;Negatif;@plindungi cdm min;cdm min;['cdm', 'min']
1500;Negatif;percuma dong kita ngeluarin softfile pdf hasil pcr kalo gak berlaku di bandara? percuma dong kita pcr kalo bandara cuma nerima hasil dari pedulilindungi? kalo pedulilindungi error solusinya apa? @kemenkesri @plindungi tolong aplikasinya diperbaiki.;percuma dong kita ngeluarin softfile pdf hasil pcr kalo gak berlaku di bandara percuma dong kita pcr kalo bandara cuma nerima hasil dari pedulilindungi kalo pedulilindungi error solusinya apa tolong aplikasinya diperbaiki;['percuma', 'dong', 'kita', 'ngeluarin', 'softfile', 'pdf', 'hasil', 'pcr', 'kalo', 'gak', 'berlaku', 'di', 'bandara', 'percuma', 'dong', 'kita', 'pcr', 'kalo', 'bandara', 'cuma', 'nerima', 'hasil', 'dari', 'pedulilindungi', 'kalo', 'pedulilindungi', 'error', 'solusinya', 'apa', 'tolong', 'aplikasinya', 'diperbaiki']
1501;Negatif;minta tolong penjelasan @plindungi  perihal status di aplikasi anak saya, pas scan qrcode tau2 keluar hitam yg katanya kontak erat dg penderita covid. pdhl anak sy anak rumahan gak kmn2. skalinya mau masuk mall, scan qrcode keluar keterangan spt itu. gmn cara betulinnya ??;minta tolong penjelasan perihal status di aplikasi anak saya pas scan qrcode tau keluar hitam yg katanya kontak erat dg penderita covid pdhl anak sy anak rumahan gak kmn skalinya mau masuk mall scan qrcode keluar keterangan spt itu gmn cara betulinnya;['minta', 'tolong', 'penjelasan', 'perihal', 'status', 'di', 'aplikasi', 'anak', 'saya', 'pas', 'scan', 'qrcode', 'tau', 'keluar', 'hitam', 'yg', 'katanya', 'kontak', 'erat', 'dg', 'penderita', 'covid', 'pdhl', 'anak', 'sy', 'anak', 'rumahan', 'gak', 'kmn', 'skalinya', 'mau', 'masuk', 'mall', 'scan', 'qrcode', 'keluar', 'keterangan', 'spt', 'itu', 'gmn', 'cara', 'betulinnya']
1502;Negatif;@watanabehsruto @plindungi gatau, aku udh dm juga gada responð­;gatau aku udh dm juga gada respon;['gatau', 'aku', 'udh', 'dm', 'juga', 'gada', 'respon']
1503;Negatif;@plindungi min sejak kapan lahir 2001 itu usianya ga lebih dari 12 tahun ya? wkwk  https://t.co/lpgd2qpnti;min sejak kapan lahir itu usianya ga lebih dari tahun ya wkwk;['min', 'sejak', 'kapan', 'lahir', 'itu', 'usianya', 'ga', 'lebih', 'dari', 'tahun', 'ya', 'wkwk']
1504;Negatif;@plindungi kenapa jd gni ya ,saya btuh sertivikat vaksin buat daftar krjaan tlong solusinya  https://t.co/lwwqol6oee;kenapa jd gni ya saya btuh sertivikat vaksin buat daftar krjaan tlong solusinya;['kenapa', 'jd', 'gni', 'ya', 'saya', 'btuh', 'sertivikat', 'vaksin', 'buat', 'daftar', 'krjaan', 'tlong', 'solusinya']
1505;Negatif;@plindungi min, gimana solusinya kalau no hp yang di masukkan salah saat daftar vaksin pertama?;min gimana solusinya kalau no hp yang di masukkan salah saat daftar vaksin pertama;['min', 'gimana', 'solusinya', 'kalau', 'no', 'hp', 'yang', 'di', 'masukkan', 'salah', 'saat', 'daftar', 'vaksin', 'pertama']
1506;Negatif;@plindungi saya sudah cek sertifikat nya tapi gak ditemukan, soalnya pas saya vaksin belum punya hp. sekarang sudah punya hp.saya harus gimana supaya bisa donwload sertifikat vaksin?;saya sudah cek sertifikat nya tapi gak ditemukan soalnya pas saya vaksin belum punya hp sekarang sudah punya hpsaya harus gimana supaya bisa donwload sertifikat vaksin;['saya', 'sudah', 'cek', 'sertifikat', 'nya', 'tapi', 'gak', 'ditemukan', 'soalnya', 'pas', 'saya', 'vaksin', 'belum', 'punya', 'hp', 'sekarang', 'sudah', 'punya', 'hpsaya', 'harus', 'gimana', 'supaya', 'bisa', 'donwload', 'sertifikat', 'vaksin']
1507;Negatif;@plindungi min,mau nanya,kok saya udh divaksin dosis tanggal 13 kemarin sampe sekarang belum dapet sertifikat ya?udh cek di pedulilindungi juga gak ada;minmau nanyakok saya udh divaksin dosis tanggal kemarin sampe sekarang belum dapet sertifikat yaudh cek di pedulilindungi juga gak ada;['minmau', 'nanyakok', 'saya', 'udh', 'divaksin', 'dosis', 'tanggal', 'kemarin', 'sampe', 'sekarang', 'belum', 'dapet', 'sertifikat', 'yaudh', 'cek', 'di', 'pedulilindungi', 'juga', 'gak', 'ada']
1508;Negatif;@plindungi siang min, saya mau login tapi nomer yg buat daftar udah mati tidak aktif, pake email juga blm didaftar. gmn yaa?;siang min saya mau login tapi nomer yg buat daftar udah mati tidak aktif pake email juga blm didaftar gmn yaa;['siang', 'min', 'saya', 'mau', 'login', 'tapi', 'nomer', 'yg', 'buat', 'daftar', 'udah', 'mati', 'tidak', 'aktif', 'pake', 'email', 'juga', 'blm', 'didaftar', 'gmn', 'yaa']
1509;Negatif;@diahuta08854426 @plindungi ya sabar anjir, aku dulu  pagi vaksin sore munculnya;ya sabar anjir aku dulu pagi vaksin sore munculnya;['ya', 'sabar', 'anjir', 'aku', 'dulu', 'pagi', 'vaksin', 'sore', 'munculnya']
1510;Negatif;@plindungi nik yang saya masukan tidak bisa;nik yang saya masukan tidak bisa;['nik', 'yang', 'saya', 'masukan', 'tidak', 'bisa']
1511;Negatif;@marrywhoanna yg lucu sejak update peli mendadak sertifikat vaksin ke2 ilang,dicek di rs padahal ada data udah vaksin 2! tapi petugas kkp nyolot tetep maunya liat bukti di peli!! dasar peli bikin aplikasi jauh dari smart!kasian warga jadi batal berangkat!;yg lucu sejak update peli mendadak sertifikat vaksin ke ilangdicek di rs padahal ada data udah vaksin tapi petugas kkp nyolot tetep maunya liat bukti di peli dasar peli bikin aplikasi jauh dari smartkasian warga jadi batal berangkat;['yg', 'lucu', 'sejak', 'update', 'peli', 'mendadak', 'sertifikat', 'vaksin', 'ke', 'ilangdicek', 'di', 'rs', 'padahal', 'ada', 'data', 'udah', 'vaksin', 'tapi', 'petugas', 'kkp', 'nyolot', 'tetep', 'maunya', 'liat', 'bukti', 'di', 'peli', 'dasar', 'peli', 'bikin', 'aplikasi', 'jauh', 'dari', 'smartkasian', 'warga', 'jadi', 'batal', 'berangkat']
1512;Negatif;@plindungi @hariswimardin baca dm tolong;baca dm tolong;['baca', 'dm', 'tolong']
1513;Negatif;@plindungi min  kok sertifikat vaksin kedua saya belum keluar sampai saat ini padahal vaksinnya udah 2 bulan yg lalu. tolong responnya min;min kok sertifikat vaksin kedua saya belum keluar sampai saat ini padahal vaksinnya udah bulan yg lalu tolong responnya min;['min', 'kok', 'sertifikat', 'vaksin', 'kedua', 'saya', 'belum', 'keluar', 'sampai', 'saat', 'ini', 'padahal', 'vaksinnya', 'udah', 'bulan', 'yg', 'lalu', 'tolong', 'responnya', 'min']
1514;Negatif;@plindungi data gue dari agustus salah kaga di bener benerin noh, heran dah nelfon - ngirim email tetep ga di gubris;data gue dari agustus salah kaga di bener benerin noh heran dah nelfon ngirim email tetep ga di gubris;['data', 'gue', 'dari', 'agustus', 'salah', 'kaga', 'di', 'bener', 'benerin', 'noh', 'heran', 'dah', 'nelfon', 'ngirim', 'email', 'tetep', 'ga', 'di', 'gubris']
1515;Negatif;@plindungi halo admin maksudnya apa ya kok tbtb logout sendiri gitu???? pas mau login lg malah susah;halo admin maksudnya apa ya kok tbtb logout sendiri gitu pas mau login lg malah susah;['halo', 'admin', 'maksudnya', 'apa', 'ya', 'kok', 'tbtb', 'logout', 'sendiri', 'gitu', 'pas', 'mau', 'login', 'lg', 'malah', 'susah']
1516;Negatif;@newmind24 @plindungi ok. saya tunggu.;ok saya tunggu;['ok', 'saya', 'tunggu']
1517;Negatif;@tyaszain @plindungi nanti saya bikinin thread cara kerja peduli lindungi;nanti saya bikinin thread cara kerja peduli lindungi;['nanti', 'saya', 'bikinin', 'thread', 'cara', 'kerja', 'peduli', 'lindungi']
1518;Negatif;pasti kebingungan yg bernama warista surbakti. entah dia salah ketik nomor hp atau petugas yg salah input data. sertifikat vaksinnya masuk ke akun saya. @plindungi @pedulilindungi  https://t.co/ezr3qv3vha;pasti kebingungan yg bernama warista surbakti entah dia salah ketik nomor hp atau petugas yg salah input data sertifikat vaksinnya masuk ke akun saya;['pasti', 'kebingungan', 'yg', 'bernama', 'warista', 'surbakti', 'entah', 'dia', 'salah', 'ketik', 'nomor', 'hp', 'atau', 'petugas', 'yg', 'salah', 'input', 'data', 'sertifikat', 'vaksinnya', 'masuk', 'ke', 'akun', 'saya']
1519;Negatif;@newmind24 @plindungi nggak penting sih itu..  sy cuma mau tau penjelasan kamu bahwa aplikasi pedulilindungi itu bisa mengendalikan kita.   gimana caranya.  apa yg dikendalikan.  gausah jauh2 dulu narasinya. sy penasaran dg soal teknisnya.;nggak penting sih itu sy cuma mau tau penjelasan kamu bahwa aplikasi pedulilindungi itu bisa mengendalikan kita gimana caranya apa yg dikendalikan gausah jauh dulu narasinya sy penasaran dg soal teknisnya;['nggak', 'penting', 'sih', 'itu', 'sy', 'cuma', 'mau', 'tau', 'penjelasan', 'kamu', 'bahwa', 'aplikasi', 'pedulilindungi', 'itu', 'bisa', 'mengendalikan', 'kita', 'gimana', 'caranya', 'apa', 'yg', 'dikendalikan', 'gausah', 'jauh', 'dulu', 'narasinya', 'sy', 'penasaran', 'dg', 'soal', 'teknisnya']
1520;Negatif;@newmind24 @plindungi jawab aja dulu pertanyaan itu.  jangan kejauhan lompat nya.;jawab aja dulu pertanyaan itu jangan kejauhan lompat nya;['jawab', 'aja', 'dulu', 'pertanyaan', 'itu', 'jangan', 'kejauhan', 'lompat', 'nya']
1521;Negatif;@tyaszain @plindungi belum pernah mempelajari rencana new world order kah? yang mendalangi agenda dibalik covid dan vaksin?;belum pernah mempelajari rencana new world order kah yang mendalangi agenda dibalik covid dan vaksin;['belum', 'pernah', 'mempelajari', 'rencana', 'new', 'world', 'order', 'kah', 'yang', 'mendalangi', 'agenda', 'dibalik', 'covid', 'dan', 'vaksin']
1522;Negatif;@plindungi hallo min, dari bulan oktober saya menunggu sertifikat vaksin kedua masih belum tersedia juga;hallo min dari bulan oktober saya menunggu sertifikat vaksin kedua masih belum tersedia juga;['hallo', 'min', 'dari', 'bulan', 'oktober', 'saya', 'menunggu', 'sertifikat', 'vaksin', 'kedua', 'masih', 'belum', 'tersedia', 'juga']
1523;Negatif;@newmind24 @plindungi apa aja yg bs dikontrol? misal keinginan makan, bepergian, pacaran, belanja, atau apa. menarik ini untuk dibahas. dan gimana cara kerja pengendaliannya?;apa aja yg bs dikontrol misal keinginan makan bepergian pacaran belanja atau apa menarik ini untuk dibahas dan gimana cara kerja pengendaliannya;['apa', 'aja', 'yg', 'bs', 'dikontrol', 'misal', 'keinginan', 'makan', 'bepergian', 'pacaran', 'belanja', 'atau', 'apa', 'menarik', 'ini', 'untuk', 'dibahas', 'dan', 'gimana', 'cara', 'kerja', 'pengendaliannya']
1524;Negatif;@tyaszain aplikasi @plindungi adalah alat untuk mengontrol orang yang udah divaksin;aplikasi adalah alat untuk mengontrol orang yang udah divaksin;['aplikasi', 'adalah', 'alat', 'untuk', 'mengontrol', 'orang', 'yang', 'udah', 'divaksin']
1525;Negatif;@plindungi min kalau misal nomor nik ktp yang diinput salah bagaimana?;min kalau misal nomor nik ktp yang diinput salah bagaimana;['min', 'kalau', 'misal', 'nomor', 'nik', 'ktp', 'yang', 'diinput', 'salah', 'bagaimana']
1526;Negatif;selamat sore admin @plindungi . kemarin saya registrasi qr code untuk kantor saya dan di keterangan tertera akan dikirim email verifikasi 1x24 jam tetapi sampai saat ini tidak ada email masuk ataupun sms masuk ke nomor saya. mohon bantuannya, terimakasih;selamat sore admin kemarin saya registrasi qr code untuk kantor saya dan di keterangan tertera akan dikirim email verifikasi  jam tetapi sampai saat ini tidak ada email masuk ataupun sms masuk ke nomor saya mohon bantuannya terimakasih;['selamat', 'sore', 'admin', 'kemarin', 'saya', 'registrasi', 'qr', 'code', 'untuk', 'kantor', 'saya', 'dan', 'di', 'keterangan', 'tertera', 'akan', 'dikirim', 'email', 'verifikasi', 'jam', 'tetapi', 'sampai', 'saat', 'ini', 'tidak', 'ada', 'email', 'masuk', 'ataupun', 'sms', 'masuk', 'ke', 'nomor', 'saya', 'mohon', 'bantuannya', 'terimakasih']
1527;Negatif;@plindungi cek dm kk;cek dm kk;['cek', 'dm', 'kk']
1528;Negatif;@plindungi koq aplikasi di ios crash terus ya.;koq aplikasi di ios crash terus ya;['koq', 'aplikasi', 'di', 'ios', 'crash', 'terus', 'ya']
1529;Negatif;@plindungi min smsnya gak muncul2  https://t.co/xj2zmlnio4;min smsnya gak muncul;['min', 'smsnya', 'gak', 'muncul']
1530;Negatif;@jaemcityxzy @plindungi sdh daftar mas, mksd saya itu jenis vaksin johnson &amp;sdh daftar mas mksd saya itu jenis vaksin johnson amp;['sdh', 'daftar', 'mas', 'mksd', 'saya', 'itu', 'jenis', 'vaksin', 'johnson', 'amp']
1531;Negatif;yg mengunjungi tempat ini dapet notifikasi dari peduli lindungi untuk segera isolasi dan melakukan test?;yg mengunjungi tempat ini dapet notifikasi dari peduli lindungi untuk segera isolasi dan melakukan test;['yg', 'mengunjungi', 'tempat', 'ini', 'dapet', 'notifikasi', 'dari', 'peduli', 'lindungi', 'untuk', 'segera', 'isolasi', 'dan', 'melakukan', 'test']
1532;Negatif;kenapa ya mau scan peduli lindungi pas mau check in gabisa terus;kenapa ya mau scan peduli lindungi pas mau check in gabisa terus;['kenapa', 'ya', 'mau', 'scan', 'peduli', 'lindungi', 'pas', 'mau', 'check', 'in', 'gabisa', 'terus']
1533;Negatif;@abdulazizlatte masalahnya kalian maksa, mau ada penyakit pun tetep dipaksa, nanti dihp tdk ada aplikasi peduli lindungi dipenjara....bangsat kan pemerintah itu cuma krn rebutan duwit negara;masalahnya kalian maksa mau ada penyakit pun tetep dipaksa nanti dihp tdk ada aplikasi peduli lindungi dipenjarabangsat kan pemerintah itu cuma krn rebutan duwit negara;['masalahnya', 'kalian', 'maksa', 'mau', 'ada', 'penyakit', 'pun', 'tetep', 'dipaksa', 'nanti', 'dihp', 'tdk', 'ada', 'aplikasi', 'peduli', 'lindungi', 'dipenjarabangsat', 'kan', 'pemerintah', 'itu', 'cuma', 'krn', 'rebutan', 'duwit', 'negara']
1534;Negatif;@r_vanxsn aku waktu itu begini, aku hapus tiktok shopee dc ig.. peduli lindungi pernah install sebentar doang pas vaksin, selesai vaksin aku hapus;vanxsn aku waktu itu begini aku hapus tiktok shopee dc ig peduli lindungi pernah install sebentar doang pas vaksin selesai vaksin aku hapus;['vanxsn', 'aku', 'waktu', 'itu', 'begini', 'aku', 'hapus', 'tiktok', 'shopee', 'dc', 'ig', 'peduli', 'lindungi', 'pernah', 'install', 'sebentar', 'doang', 'pas', 'vaksin', 'selesai', 'vaksin', 'aku', 'hapus']
1535;Negatif;ini bener, gue ke mall sesuatu weekend kemarin ga bisa cek in peduli lindungi entah karena error atau mallnya udah overload, gue cuma kasih liat udah vaksin dua kali di hape (yang diliat aja nggak sama satpamnya), udah boleh masuk.;ini bener gue ke mall sesuatu weekend kemarin ga bisa cek in peduli lindungi entah karena error atau mallnya udah overload gue cuma kasih liat udah vaksin dua kali di hape yang diliat aja nggak sama satpamnya udah boleh masuk;['ini', 'bener', 'gue', 'ke', 'mall', 'sesuatu', 'weekend', 'kemarin', 'ga', 'bisa', 'cek', 'in', 'peduli', 'lindungi', 'entah', 'karena', 'error', 'atau', 'mallnya', 'udah', 'overload', 'gue', 'cuma', 'kasih', 'liat', 'udah', 'vaksin', 'dua', 'kali', 'di', 'hape', 'yang', 'diliat', 'aja', 'nggak', 'sama', 'satpamnya', 'udah', 'boleh', 'masuk']
1536;Negatif;@rzkayunani @infomalang peduli lindungi suka gak mau cek in gt kenapa ya;peduli lindungi suka gak mau cek in gt kenapa ya;['peduli', 'lindungi', 'suka', 'gak', 'mau', 'cek', 'in', 'gt', 'kenapa', 'ya']
1537;Negatif;sore2 buat emosyen, si bapake baru vaksin pas dicek di pedulilindungi kok ya namany org lain.. itu yg nginput data gimana sih, sumpuk bener dah..kesyal..;sore buat emosyen si bapake baru vaksin pas dicek di pedulilindungi kok ya namany org lain itu yg nginput data gimana sih sumpuk bener dahkesyal;['sore', 'buat', 'emosyen', 'si', 'bapake', 'baru', 'vaksin', 'pas', 'dicek', 'di', 'pedulilindungi', 'kok', 'ya', 'namany', 'org', 'lain', 'itu', 'yg', 'nginput', 'data', 'gimana', 'sih', 'sumpuk', 'bener', 'dahkesyal']
1538;Negatif;@arya0783 @kejo_online yaudah......ada 2 nih akun peduli lindungi gw, mao pake gak ? biar lancar masuk kokasð¤­ð¤£  gw gak scan barcode kok kalo keluar masuk gang, ada gps ojol mah ngeloyor aje  ........jan marah2 muluk asam urat lo naek, kelar;online yaudahada nih akun peduli lindungi gw mao pake gak biar lancar masuk kokas gw gak scan barcode kok kalo keluar masuk gang ada gps ojol mah ngeloyor aje jan marah muluk asam urat lo naek kelar;['online', 'yaudahada', 'nih', 'akun', 'peduli', 'lindungi', 'gw', 'mao', 'pake', 'gak', 'biar', 'lancar', 'masuk', 'kokas', 'gw', 'gak', 'scan', 'barcode', 'kok', 'kalo', 'keluar', 'masuk', 'gang', 'ada', 'gps', 'ojol', 'mah', 'ngeloyor', 'aje', 'jan', 'marah', 'muluk', 'asam', 'urat', 'lo', 'naek', 'kelar']
1539;Negatif;@plindungi saya tdak daat login dengan no hp sudah email juga sudah tapi tetap tdak bisa..  https://t.co/usgsdrsjnk;saya tdak daat login dengan no hp sudah email juga sudah tapi tetap tdak bisa;['saya', 'tdak', 'daat', 'login', 'dengan', 'no', 'hp', 'sudah', 'email', 'juga', 'sudah', 'tapi', 'tetap', 'tdak', 'bisa']
1540;Negatif;@nicho_silalahi @prish1405 lowongan kerja semakin diperumit/susah direzim jae,gara2 aplikasi peduli lindungi &amp;silalahi lowongan kerja semakin diperumitsusah direzim jaegara aplikasi peduli lindungi amp;['silalahi', 'lowongan', 'kerja', 'semakin', 'diperumitsusah', 'direzim', 'jaegara', 'aplikasi', 'peduli', 'lindungi', 'amp']
1541;Negatif;ini kenapa ya hasil pcr gue kok ga masuk aplikasi pedulilindungi?;ini kenapa ya hasil pcr gue kok ga masuk aplikasi pedulilindungi;['ini', 'kenapa', 'ya', 'hasil', 'pcr', 'gue', 'kok', 'ga', 'masuk', 'aplikasi', 'pedulilindungi']
1542;Negatif;aku udah vaksin dari lama kok nggak terdaftar ya di peduli lindungi?  help ð¥²  https://t.co/umbbboxqkg;aku udah vaksin dari lama kok nggak terdaftar ya di peduli lindungi help;['aku', 'udah', 'vaksin', 'dari', 'lama', 'kok', 'nggak', 'terdaftar', 'ya', 'di', 'peduli', 'lindungi', 'help']
1543;Negatif;posisi: hp rusak, beli hp baru yg udah siap diambil di mal. gabisa masuk mal tanpa hp karena peduli lindungi;posisi hp rusak beli hp baru yg udah siap diambil di mal gabisa masuk mal tanpa hp karena peduli lindungi;['posisi', 'hp', 'rusak', 'beli', 'hp', 'baru', 'yg', 'udah', 'siap', 'diambil', 'di', 'mal', 'gabisa', 'masuk', 'mal', 'tanpa', 'hp', 'karena', 'peduli', 'lindungi']
1544;Negatif;@qronoz kita bisa cek di aplikasi peduli  lindungi kita, di tgl tsb apakah kita ke ashta?  itulah pentingnya check in, krn daya ingat kita terbatas.;kita bisa cek di aplikasi peduli lindungi kita di tgl tsb apakah kita ke ashta itulah pentingnya check in krn daya ingat kita terbatas;['kita', 'bisa', 'cek', 'di', 'aplikasi', 'peduli', 'lindungi', 'kita', 'di', 'tgl', 'tsb', 'apakah', 'kita', 'ke', 'ashta', 'itulah', 'pentingnya', 'check', 'in', 'krn', 'daya', 'ingat', 'kita', 'terbatas']
1545;Negatif;by the way, yg namanya peraturan, bila melanggar peraturan tersebut, konon akan dikenakan sanksi, lho tweeps. jangan sampai ya.  eh kayaknya kuharus install ulang deh aplikasi peduli lindungi soalnya butuh ke mall buat beli panci baru ð #ketatdemikamu   https://t.co/itibd478ra;by the way yg namanya peraturan bila melanggar peraturan tersebut konon akan dikenakan sanksi lho tweeps jangan sampai ya eh kayaknya kuharus install ulang deh aplikasi peduli lindungi soalnya butuh ke mall buat beli panci baru;['by', 'the', 'way', 'yg', 'namanya', 'peraturan', 'bila', 'melanggar', 'peraturan', 'tersebut', 'konon', 'akan', 'dikenakan', 'sanksi', 'lho', 'tweeps', 'jangan', 'sampai', 'ya', 'eh', 'kayaknya', 'kuharus', 'install', 'ulang', 'deh', 'aplikasi', 'peduli', 'lindungi', 'soalnya', 'butuh', 'ke', 'mall', 'buat', 'beli', 'panci', 'baru']
1546;Negatif;@r_vanxsn peduli lindungi, aku ga main tiktok jadi ya tak suruh hapus aja ð­ð­;vanxsn peduli lindungi aku ga main tiktok jadi ya tak suruh hapus aja;['vanxsn', 'peduli', 'lindungi', 'aku', 'ga', 'main', 'tiktok', 'jadi', 'ya', 'tak', 'suruh', 'hapus', 'aja']
1547;Negatif;kartu vaksin, peduli lindungi, dan protokol kesehatan ya, mpo. #ketatdemikamu;kartu vaksin peduli lindungi dan protokol kesehatan ya mpo;['kartu', 'vaksin', 'peduli', 'lindungi', 'dan', 'protokol', 'kesehatan', 'ya', 'mpo']
1548;Negatif;eh iya, hampir lupa .. satu lagi, selain dalam beperjalanan, untuk yang ngemol &amp;eh iya hampir lupa satu lagi selain dalam beperjalanan untuk yang ngemol amp;['eh', 'iya', 'hampir', 'lupa', 'satu', 'lagi', 'selain', 'dalam', 'beperjalanan', 'untuk', 'yang', 'ngemol', 'amp']
1549;Negatif;sempet males ke mana2 gara2 ribet pakai aplikasi peduli lindungi. yaah, waktu itu karna hp yg saya pakai error juga sih. #ketatdemikamu;sempet males ke mana gara ribet pakai aplikasi peduli lindungi yaah waktu itu karna hp yg saya pakai error juga sih;['sempet', 'males', 'ke', 'mana', 'gara', 'ribet', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'yaah', 'waktu', 'itu', 'karna', 'hp', 'yg', 'saya', 'pakai', 'error', 'juga', 'sih']
1550;Negatif;saya pernah ngalamin ribet banget tiap masuk ruang publik harus nunjukin kartu vaksin atau check in pakai aplikasi peduli lindungi. #ketatdemikamu;saya pernah ngalamin ribet banget tiap masuk ruang publik harus nunjukin kartu vaksin atau check in pakai aplikasi peduli lindungi;['saya', 'pernah', 'ngalamin', 'ribet', 'banget', 'tiap', 'masuk', 'ruang', 'publik', 'harus', 'nunjukin', 'kartu', 'vaksin', 'atau', 'check', 'in', 'pakai', 'aplikasi', 'peduli', 'lindungi']
1551;Negatif;peduli lindungi kepada ci shani wkwkwkw ada ada aje  https://t.co/dftmf8ppb1;peduli lindungi kepada ci shani wkwkwkw ada ada aje;['peduli', 'lindungi', 'kepada', 'ci', 'shani', 'wkwkwkw', 'ada', 'ada', 'aje']
1552;Negatif;@gakdiikenal owalah gitu ya in ð© lah arin belom ada peduli lindungi ajushaujsjs;owalah gitu ya in lah arin belom ada peduli lindungi ajushaujsjs;['owalah', 'gitu', 'ya', 'in', 'lah', 'arin', 'belom', 'ada', 'peduli', 'lindungi', 'ajushaujsjs']
1553;Negatif;@habkeinelust_ di mall/resto2 besar kebanyakan iyaaa din. biasanya tuh scan barcode mereka di app peduli lindungi kita. tp meski gitu kadang juga suka error. nah in case ga bisa scan, biasanya orang2 tunjukin sertif/bukti vaksin aja, ntar tergantung mall/;di mallresto besar kebanyakan iyaaa din biasanya tuh scan barcode mereka di app peduli lindungi kita tp meski gitu kadang juga suka error nah in case ga bisa scan biasanya orang tunjukin sertifbukti vaksin aja ntar tergantung mall;['di', 'mallresto', 'besar', 'kebanyakan', 'iyaaa', 'din', 'biasanya', 'tuh', 'scan', 'barcode', 'mereka', 'di', 'app', 'peduli', 'lindungi', 'kita', 'tp', 'meski', 'gitu', 'kadang', 'juga', 'suka', 'error', 'nah', 'in', 'case', 'ga', 'bisa', 'scan', 'biasanya', 'orang', 'tunjukin', 'sertifbukti', 'vaksin', 'aja', 'ntar', 'tergantung', 'mall']
