;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_tokens_fdist;tweet_token_WSW;normalization;text_stemming;tweet_stopwords
1781;1781;Negatif;plindungi kok apk tidak kompatibel sama hp ku  hayoo udah vaksin kedua juga masuknya gimana coba  httpstcorqdumwidqi;plindungi kok apk tidak kompatibel sama hp ku hayoo udah vaksin kedua juga masuknya gimana coba httpstcorqdumwidqi;['plindungi', 'kok', 'apk', 'tidak', 'kompatibel', 'sama', 'hp', 'ku', 'hayoo', 'udah', 'vaksin', 'kedua', 'juga', 'masuknya', 'gimana', 'coba', 'httpstcorqdumwidqi'];<FreqDist with 17 samples and 17 outcomes>;['apk', 'kompatibel', 'hp', 'ku', 'hayoo', 'vaksin', 'masuknya', 'coba'];plindungi apk kompatibel hp ku hayoo vaksin masuknya coba httpstcorqdumwidqi;apk kompatibel hp ku hayoo vaksin masuk coba;['plindungi', 'apk', 'kompatibel', 'hp', 'ku', 'hayoo', 'vaksin', 'masuknya', 'coba', 'httpstcorqdumwidqi']
1782;1782;Negatif;diajengdian plindungi sampai sekarang apa sudah muncul kak saya juga sama;diajengdian plindungi sampai sekarang apa sudah muncul kak saya juga sama;['diajengdian', 'plindungi', 'sampai', 'sekarang', 'apa', 'sudah', 'muncul', 'kak', 'saya', 'juga', 'sama'];<FreqDist with 11 samples and 11 outcomes>;['muncul'];diajengdian plindungi muncul;muncul;['diajengdian', 'plindungi', 'muncul']
1783;1783;Negatif;plindungi halo min ibu saya sudah vaksin dosis pertama dua hari yang lalu hari ini saat kami check di aplikasi ternyata statusnya masih merah serta belum terdapat sertifikat tetapi diikuti dengan informasi tempat mendapatkan dosis satu bagaimana ya m;plindungi halo min ibu saya sudah vaksin dosis pertama dua hari yang lalu hari ini saat kami check di aplikasi ternyata statusnya masih merah serta belum terdapat sertifikat tetapi diikuti dengan informasi tempat mendapatkan dosis satu bagaimana ya ;['plindungi', 'halo', 'min', 'ibu', 'saya', 'sudah', 'vaksin', 'dosis', 'pertama', 'dua', 'hari', 'yang', 'lalu', 'hari', 'ini', 'saat', 'kami', 'check', 'di', 'aplikasi', 'ternyata', 'statusnya', 'masih', 'merah', 'serta', 'belum', 'terdapat', 'sertifikat', 'tetapi', 'diikuti', 'dengan', 'informasi', 'tempat', 'mendapatkan', 'dosis', 'satu', 'bagaimana', 'ya'];<FreqDist with 36 samples and 38 outcomes>;['vaksin', 'dosis', 'check', 'aplikasi', 'statusnya', 'merah', 'sertifikat', 'diikuti', 'informasi', 'dosis'];plindungi vaksin dosis check aplikasi statusnya merah sertifikat diikuti informasi dosis;vaksin dosis check aplikasi status merah sertifikat ikut informasi dosis;['plindungi', 'vaksin', 'dosis', 'check', 'aplikasi', 'statusnya', 'merah', 'sertifikat', 'diikuti', 'informasi', 'dosis']
1784;1784;Negatif;plindungi halo min tolong cek dm yaaa ð;plindungi halo min tolong cek dm yaaa;['plindungi', 'halo', 'min', 'tolong', 'cek', 'dm', 'yaaa'];<FreqDist with 7 samples and 7 outcomes>;['tolong', 'cek', 'dm'];plindungi tolong cek dm;tolong cek dm;['plindungi', 'tolong', 'cek', 'dm']
1785;1785;Negatif;plindungi aplikasi buuuuuurrrrriiiikkk bikin jengkel saja;plindungi aplikasi buuuuuurrrrriiiikkk bikin jengkel saja;['plindungi', 'aplikasi', 'buuuuuurrrrriiiikkk', 'bikin', 'jengkel', 'saja'];<FreqDist with 6 samples and 6 outcomes>;['aplikasi', 'buuuuuurrrrriiiikkk', 'jengkel'];plindungi aplikasi buuuuuurrrrriiiikkk jengkel;aplikasi buuuuuurrrrriiiikkk jengkel;['plindungi', 'aplikasi', 'buuuuuurrrrriiiikkk', 'jengkel']
1786;1786;Negatif;plindungi min ini ada konsumen saya mau print sertifikat vaksin cm tidak bisa karena salah mendaftarkan nomor ada solusi;plindungi min ini ada konsumen saya mau print sertifikat vaksin cm tidak bisa karena salah mendaftarkan nomor ada solusi;['plindungi', 'min', 'ini', 'ada', 'konsumen', 'saya', 'mau', 'print', 'sertifikat', 'vaksin', 'cm', 'tidak', 'bisa', 'karena', 'salah', 'mendaftarkan', 'nomor', 'ada', 'solusi'];<FreqDist with 18 samples and 19 outcomes>;['konsumen', 'print', 'sertifikat', 'vaksin', 'salah', 'mendaftarkan', 'nomor', 'solusi'];plindungi konsumen print sertifikat vaksin salah mendaftarkan nomor solusi;konsumen print sertifikat vaksin salah daftar nomor solusi;['plindungi', 'konsumen', 'print', 'sertifikat', 'vaksin', 'salah', 'mendaftarkan', 'nomor', 'solusi']
1787;1787;Negatif;diahulumi plindungi aku mau cek sertfiikat vaksin punya bapak ku kendalanya adalah lupa di tgl vaksinm dan selebaran serfitikat setelah vaksin hilang ada yg punya solusi plindungi;diahulumi plindungi aku mau cek sertfiikat vaksin punya bapak ku kendalanya adalah lupa di tgl vaksinm dan selebaran serfitikat setelah vaksin hilang ada yg punya solusi plindungi;['diahulumi', 'plindungi', 'aku', 'mau', 'cek', 'sertfiikat', 'vaksin', 'punya', 'bapak', 'ku', 'kendalanya', 'adalah', 'lupa', 'di', 'tgl', 'vaksinm', 'dan', 'selebaran', 'serfitikat', 'setelah', 'vaksin', 'hilang', 'ada', 'yg', 'punya', 'solusi', 'plindungi'];<FreqDist with 24 samples and 27 outcomes>;['cek', 'sertfiikat', 'vaksin', 'ku', 'kendalanya', 'lupa', 'tgl', 'vaksinm', 'selebaran', 'serfitikat', 'vaksin', 'hilang', 'solusi'];diahulumi plindungi cek sertfiikat vaksin ku kendalanya lupa tanggal vaksinm selebaran serfitikat vaksin hilang solusi plindungi;cek sertfiikat vaksin ku kendala lupa tanggal vaksinm selebaran serfitikat vaksin hilang solusi;['diahulumi', 'plindungi', 'cek', 'sertfiikat', 'vaksin', 'ku', 'kendalanya', 'lupa', 'tgl', 'vaksinm', 'selebaran', 'serfitikat', 'vaksin', 'hilang', 'solusi', 'plindungi']
1788;1788;Negatif;ambarwatidara diahulumi plindungi lama bgt seminggu;ambarwatidara diahulumi plindungi lama bgt seminggu;['ambarwatidara', 'diahulumi', 'plindungi', 'lama', 'bgt', 'seminggu'];<FreqDist with 6 samples and 6 outcomes>;['seminggu'];ambarwatidara diahulumi plindungi seminggu;minggu;['ambarwatidara', 'diahulumi', 'plindungi', 'seminggu']
1789;1789;Negatif;plindungi min adikku udah vaksin tapi pas cek peduli lindungi keterangannya belum vaksin padahal  kali vaksin gimana solusinya masa harus vaksin  kali sih ;plindungi min adikku udah vaksin tapi pas cek peduli lindungi keterangannya belum vaksin padahal kali vaksin gimana solusinya masa harus vaksin kali sih;['plindungi', 'min', 'adikku', 'udah', 'vaksin', 'tapi', 'pas', 'cek', 'peduli', 'lindungi', 'keterangannya', 'belum', 'vaksin', 'padahal', 'kali', 'vaksin', 'gimana', 'solusinya', 'masa', 'harus', 'vaksin', 'kali', 'sih'];<FreqDist with 19 samples and 23 outcomes>;['adikku', 'vaksin', 'pas', 'cek', 'peduli', 'lindungi', 'keterangannya', 'vaksin', 'vaksin', 'solusinya', 'vaksin'];plindungi adikku vaksin pas cek peduli lindungi keterangannya vaksin vaksin solusinya vaksin;adik vaksin pas cek peduli lindung terang vaksin vaksin solusi vaksin;['plindungi', 'adikku', 'vaksin', 'pas', 'cek', 'peduli', 'lindungi', 'keterangannya', 'vaksin', 'vaksin', 'solusinya', 'vaksin']
1790;1790;Negatif;plindungi halo saya sudah vaksin  sertifikat di app pedulilindungi sudah muncul tapi status masih red bagaimana itu kak;plindungi halo saya sudah vaksin sertifikat di app pedulilindungi sudah muncul tapi status masih red bagaimana itu kak;['plindungi', 'halo', 'saya', 'sudah', 'vaksin', 'sertifikat', 'di', 'app', 'pedulilindungi', 'sudah', 'muncul', 'tapi', 'status', 'masih', 'red', 'bagaimana', 'itu', 'kak'];<FreqDist with 17 samples and 18 outcomes>;['vaksin', 'sertifikat', 'app', 'pedulilindungi', 'muncul', 'status', 'red'];plindungi vaksin sertifikat app pedulilindungi muncul status red;vaksin sertifikat app pedulilindungi muncul status red;['plindungi', 'vaksin', 'sertifikat', 'app', 'pedulilindungi', 'muncul', 'status', 'red']
1791;1791;Negatif;plindungi hi kak saya sudah vaksin x di luar negeri dan sudah melaporkan datanya ke kemkes hari ini dapat approval dari kemkes tapi di aplikasi peduli lindungi kenapa masih belum bisa cek sertifikat vaksin ya tolong infonya terima kasih  httpst;plindungi hi kak saya sudah vaksin  di luar negeri dan sudah melaporkan datanya ke kemkes hari ini dapat approval dari kemkes tapi di aplikasi peduli lindungi kenapa masih belum bisa cek sertifikat vaksin ya tolong infonya terima kasih httpst;['plindungi', 'hi', 'kak', 'saya', 'sudah', 'vaksin', 'di', 'luar', 'negeri', 'dan', 'sudah', 'melaporkan', 'datanya', 'ke', 'kemkes', 'hari', 'ini', 'dapat', 'approval', 'dari', 'kemkes', 'tapi', 'di', 'aplikasi', 'peduli', 'lindungi', 'kenapa', 'masih', 'belum', 'bisa', 'cek', 'sertifikat', 'vaksin', 'ya', 'tolong', 'infonya', 'terima', 'kasih', 'httpst'];<FreqDist with 35 samples and 39 outcomes>;['hi', 'vaksin', 'negeri', 'melaporkan', 'datanya', 'kemkes', 'approval', 'kemkes', 'aplikasi', 'peduli', 'lindungi', 'cek', 'sertifikat', 'vaksin', 'tolong', 'infonya', 'terima', 'kasih'];plindungi hi vaksin negeri melaporkan datanya kemkes approval kemkes aplikasi peduli lindungi cek sertifikat vaksin tolong infonya terima kasih httpst;hi vaksin negeri lapor data kemkes approval kemkes aplikasi peduli lindung cek sertifikat vaksin tolong info terima kasih;['plindungi', 'hi', 'vaksin', 'negeri', 'melaporkan', 'datanya', 'kemkes', 'approval', 'kemkes', 'aplikasi', 'peduli', 'lindungi', 'cek', 'sertifikat', 'vaksin', 'tolong', 'infonya', 'terima', 'kasih', 'httpst']
1792;1792;Negatif;kkanddaa plindungi admin pedulilindungi di dm juga gadibales daritadiið¥²;kkanddaa plindungi admin pedulilindungi di dm juga gadibales daritadii;['kkanddaa', 'plindungi', 'admin', 'pedulilindungi', 'di', 'dm', 'juga', 'gadibales', 'daritadii'];<FreqDist with 9 samples and 9 outcomes>;['admin', 'pedulilindungi', 'dm', 'gadibales', 'daritadii'];kkanddaa plindungi admin pedulilindungi dm gadibales daritadii;admin pedulilindungi dm gadibales daritadii;['kkanddaa', 'plindungi', 'admin', 'pedulilindungi', 'dm', 'gadibales', 'daritadii']
1793;1793;Negatif;heymingyuu plindungi aku juga kayak gitu binggung mau kemana mana kudu scanð;heymingyuu plindungi aku juga kayak gitu binggung mau kemana mana kudu scan;['heymingyuu', 'plindungi', 'aku', 'juga', 'kayak', 'gitu', 'binggung', 'mau', 'kemana', 'mana', 'kudu', 'scan'];<FreqDist with 12 samples and 12 outcomes>;['binggung', 'kemana', 'scan'];heymingyuu plindungi binggung kemana scan;binggung mana scan;['heymingyuu', 'plindungi', 'binggung', 'kemana', 'scan']
1794;1794;Negatif;jakeshim plindungi coba logout terus relogin kak;jakeshim plindungi coba logout terus relogin kak;['jakeshim', 'plindungi', 'coba', 'logout', 'terus', 'relogin', 'kak'];<FreqDist with 7 samples and 7 outcomes>;['coba', 'logout', 'relogin'];jakeshim plindungi coba logout relogin;coba logout relogin;['jakeshim', 'plindungi', 'coba', 'logout', 'relogin']
1795;1795;Negatif;plindungi min cara daftar akun gimana ya dari tadi dah di coba tapi gini terus gak ada reaksi apa pun  httpstcokayzqetavv;plindungi min cara daftar akun gimana ya dari tadi dah di coba tapi gini terus gak ada reaksi apa pun httpstcokayzqetavv;['plindungi', 'min', 'cara', 'daftar', 'akun', 'gimana', 'ya', 'dari', 'tadi', 'dah', 'di', 'coba', 'tapi', 'gini', 'terus', 'gak', 'ada', 'reaksi', 'apa', 'pun', 'httpstcokayzqetavv'];<FreqDist with 21 samples and 21 outcomes>;['daftar', 'akun', 'coba', 'gini', 'reaksi'];plindungi daftar akun coba begini reaksi httpstcokayzqetavv;daftar akun coba begini reaksi;['plindungi', 'daftar', 'akun', 'coba', 'gini', 'reaksi', 'httpstcokayzqetavv']
1796;1796;Negatif;plindungi selamat malam asinmohon bantuannyaaplikasi peduli lindungi di perangkat hp saya kok tdk bs login ya setelah memilih wni dan centang ketentuan syarat dan privasi lalu tdk ada pilihan oke  untuk loginmohon solusinyaterima kasih;plindungi selamat malam asinmohon bantuannyaaplikasi peduli lindungi di perangkat hp saya kok tdk bs login ya setelah memilih wni dan centang ketentuan syarat dan privasi lalu tdk ada pilihan oke untuk loginmohon solusinyaterima kasih;['plindungi', 'selamat', 'malam', 'asinmohon', 'bantuannyaaplikasi', 'peduli', 'lindungi', 'di', 'perangkat', 'hp', 'saya', 'kok', 'tdk', 'bs', 'login', 'ya', 'setelah', 'memilih', 'wni', 'dan', 'centang', 'ketentuan', 'syarat', 'dan', 'privasi', 'lalu', 'tdk', 'ada', 'pilihan', 'oke', 'untuk', 'loginmohon', 'solusinyaterima', 'kasih'];<FreqDist with 32 samples and 34 outcomes>;['selamat', 'malam', 'asinmohon', 'bantuannyaaplikasi', 'peduli', 'lindungi', 'perangkat', 'hp', 'login', 'memilih', 'wni', 'centang', 'ketentuan', 'syarat', 'privasi', 'pilihan', 'oke', 'loginmohon', 'solusinyaterima', 'kasih'];plindungi selamat malam asinmohon bantuannyaaplikasi peduli lindungi perangkat hp login memilih wni centang ketentuan syarat privasi pilihan oke loginmohon solusinyaterima kasih;selamat malam asinmohon bantuannyaaplikasi peduli lindung perangkat hp login pilih wni centang tentu syarat privasi pilih oke loginmohon solusinyaterima kasih;['plindungi', 'selamat', 'malam', 'asinmohon', 'bantuannyaaplikasi', 'peduli', 'lindungi', 'perangkat', 'hp', 'login', 'memilih', 'wni', 'centang', 'ketentuan', 'syarat', 'privasi', 'pilihan', 'oke', 'loginmohon', 'solusinyaterima', 'kasih']
1797;1797;Negatif;plindungi pedulilindungi kalau udh vaksin x tapi vaksin yg kedua nggak terbit juga di aplikasi bisa lapor kemana ya udah email dan call nggak ada yg tembus;plindungi pedulilindungi kalau udh vaksin  tapi vaksin yg kedua nggak terbit juga di aplikasi bisa lapor kemana ya udah email dan call nggak ada yg tembus;['plindungi', 'pedulilindungi', 'kalau', 'udh', 'vaksin', 'tapi', 'vaksin', 'yg', 'kedua', 'nggak', 'terbit', 'juga', 'di', 'aplikasi', 'bisa', 'lapor', 'kemana', 'ya', 'udah', 'email', 'dan', 'call', 'nggak', 'ada', 'yg', 'tembus'];<FreqDist with 23 samples and 26 outcomes>;['udh', 'vaksin', 'vaksin', 'nggak', 'terbit', 'aplikasi', 'lapor', 'kemana', 'email', 'call', 'nggak', 'tembus'];plindungi pedulilindungi sudah vaksin vaksin enggak terbit aplikasi lapor kemana email call enggak tembus;sudah vaksin vaksin enggak terbit aplikasi lapor mana email call enggak tembus;['plindungi', 'pedulilindungi', 'udh', 'vaksin', 'vaksin', 'nggak', 'terbit', 'aplikasi', 'lapor', 'kemana', 'email', 'call', 'nggak', 'tembus']
1798;1798;Negatif;plindungi admin mohon dibantu update data saya  saya sudah vaksin ke  dan sertifikat sudah terbit di applikasi peduli lindungi namun status masih berwarna merah harusnya berwarna kuning  sudah di email dan telpon tetap ga berubah  tolong dibantu;plindungi admin mohon dibantu update data saya saya sudah vaksin ke dan sertifikat sudah terbit di applikasi peduli lindungi namun status masih berwarna merah harusnya berwarna kuning sudah di email dan telpon tetap ga berubah tolong dibantu;['plindungi', 'admin', 'mohon', 'dibantu', 'update', 'data', 'saya', 'saya', 'sudah', 'vaksin', 'ke', 'dan', 'sertifikat', 'sudah', 'terbit', 'di', 'applikasi', 'peduli', 'lindungi', 'namun', 'status', 'masih', 'berwarna', 'merah', 'harusnya', 'berwarna', 'kuning', 'sudah', 'di', 'email', 'dan', 'telpon', 'tetap', 'ga', 'berubah', 'tolong', 'dibantu'];<FreqDist with 30 samples and 37 outcomes>;['admin', 'dibantu', 'data', 'vaksin', 'sertifikat', 'terbit', 'applikasi', 'peduli', 'lindungi', 'status', 'berwarna', 'merah', 'berwarna', 'kuning', 'email', 'telpon', 'berubah', 'tolong', 'dibantu'];plindungi admin dibantu data vaksin sertifikat terbit aplikasi peduli lindungi status berwarna merah berwarna kuning email telpon berubah tolong dibantu;admin bantu data vaksin sertifikat terbit aplikasi peduli lindung status warna merah warna kuning email telpon ubah tolong bantu;['plindungi', 'admin', 'dibantu', 'data', 'vaksin', 'sertifikat', 'terbit', 'applikasi', 'peduli', 'lindungi', 'status', 'berwarna', 'merah', 'berwarna', 'kuning', 'email', 'telpon', 'berubah', 'tolong', 'dibantu']
1799;1799;Negatif;mohon info plindungi  di dalam akun peduli lindungi saya terdapat nama org yg tidak saya kenali bagaimana cara menghapusnya dr akun saya;mohon info plindungi di dalam akun peduli lindungi saya terdapat nama org yg tidak saya kenali bagaimana cara menghapusnya dr akun saya;['mohon', 'info', 'plindungi', 'di', 'dalam', 'akun', 'peduli', 'lindungi', 'saya', 'terdapat', 'nama', 'org', 'yg', 'tidak', 'saya', 'kenali', 'bagaimana', 'cara', 'menghapusnya', 'dr', 'akun', 'saya'];<FreqDist with 19 samples and 22 outcomes>;['info', 'akun', 'peduli', 'lindungi', 'nama', 'kenali', 'menghapusnya', 'akun'];info plindungi akun peduli lindungi nama kenali menghapusnya akun;info akun peduli lindung nama kenal hapus akun;['info', 'plindungi', 'akun', 'peduli', 'lindungi', 'nama', 'kenali', 'menghapusnya', 'akun']
1800;1800;Negatif;plindungi admin mohon dibantu update status saya di applikasi masih warna merah padahal sudah terbit sertifikat vaksin ny harusny warna ny berubah jadi kuning sudah coba clear data tdk bs email ke pedulilindungikominfogoid tdk ada perkembangan sya su;plindungi admin mohon dibantu update status saya di applikasi masih warna merah padahal sudah terbit sertifikat vaksin ny harusny warna ny berubah jadi kuning sudah coba clear data tdk bs email ke pedulilindungikominfogoid tdk ada perkembangan sya su;['plindungi', 'admin', 'mohon', 'dibantu', 'update', 'status', 'saya', 'di', 'applikasi', 'masih', 'warna', 'merah', 'padahal', 'sudah', 'terbit', 'sertifikat', 'vaksin', 'ny', 'harusny', 'warna', 'ny', 'berubah', 'jadi', 'kuning', 'sudah', 'coba', 'clear', 'data', 'tdk', 'bs', 'email', 'ke', 'pedulilindungikominfogoid', 'tdk', 'ada', 'perkembangan', 'sya', 'su'];<FreqDist with 34 samples and 38 outcomes>;['admin', 'dibantu', 'status', 'applikasi', 'warna', 'merah', 'terbit', 'sertifikat', 'vaksin', 'harusny', 'warna', 'berubah', 'kuning', 'coba', 'clear', 'data', 'email', 'pedulilindungi', 'goid', 'perkembangan', 'sya'];plindungi admin dibantu status aplikasi warna merah terbit sertifikat vaksin harusny warna berubah kuning coba clear data email pedulilindungikominfogoid perkembangan saya;admin bantu status aplikasi warna merah terbit sertifikat vaksin harusny warna ubah kuning coba clear data email pedulilindungi goid kembang saya;['plindungi', 'admin', 'dibantu', 'status', 'applikasi', 'warna', 'merah', 'terbit', 'sertifikat', 'vaksin', 'harusny', 'warna', 'berubah', 'kuning', 'coba', 'clear', 'data', 'email', 'pedulilindungikominfogoid', 'perkembangan', 'sya']
1801;1801;Negatif;dalfandean plindungi aku sekarang juga giniudah vaksin dosis tapi pas di cek di pedulili dungi katanya siap vaksinpadahal akunya udah vaksin;dalfandean plindungi aku sekarang juga giniudah vaksin dosis tapi pas di cek di pedulili dungi katanya siap vaksinpadahal akunya udah vaksin;['dalfandean', 'plindungi', 'aku', 'sekarang', 'juga', 'giniudah', 'vaksin', 'dosis', 'tapi', 'pas', 'di', 'cek', 'di', 'pedulili', 'dungi', 'katanya', 'siap', 'vaksinpadahal', 'akunya', 'udah', 'vaksin'];<FreqDist with 19 samples and 21 outcomes>;['giniudah', 'vaksin', 'dosis', 'pas', 'cek', 'pedulili', 'dungi', 'vaksinpadahal', 'akunya', 'vaksin'];dalfandean plindungi giniudah vaksin dosis pas cek pedulili dungi vaksinpadahal akunya vaksin;giniudah vaksin dosis pas cek pedulili dung vaksinpadahal aku vaksin;['dalfandean', 'plindungi', 'giniudah', 'vaksin', 'dosis', 'pas', 'cek', 'pedulili', 'dungi', 'vaksinpadahal', 'akunya', 'vaksin']
1802;1802;Negatif;pleasee ini gimanaaku udah vaksin pertama hari rabu kemarin sampai sekaramg belum dapet smstrus pas di cek di pedulilindungi katanya aku siap di vaksin padahal aku udah di vaksinini data aku belum di masukin sama pihak puskesmas nya plindungi;pleasee ini gimanaaku udah vaksin pertama hari rabu kemarin sampai sekaramg belum dapet smstrus pas di cek di pedulilindungi katanya aku siap di vaksin padahal aku udah di vaksinini data aku belum di masukin sama pihak puskesmas nya plindungi;['pleasee', 'ini', 'gimanaaku', 'udah', 'vaksin', 'pertama', 'hari', 'rabu', 'kemarin', 'sampai', 'sekaramg', 'belum', 'dapet', 'smstrus', 'pas', 'di', 'cek', 'di', 'pedulilindungi', 'katanya', 'aku', 'siap', 'di', 'vaksin', 'padahal', 'aku', 'udah', 'di', 'vaksinini', 'data', 'aku', 'belum', 'di', 'masukin', 'sama', 'pihak', 'puskesmas', 'nya', 'plindungi'];<FreqDist with 30 samples and 39 outcomes>;['pleasee', 'gimanaaku', 'vaksin', 'rabu', 'kemarin', 'sekaramg', 'dapet', 'smstrus', 'pas', 'cek', 'pedulilindungi', 'vaksin', 'vaksinini', 'data', 'masukin', 'puskesmas'];pleasee gimanaaku vaksin rabu kemarin sekaramg dapat smstrus pas cek pedulilindungi vaksin vaksinini data memasukkan puskesmas plindungi;pleasee gimanaaku vaksin rabu kemarin sekaramg dapat smstrus pas cek pedulilindungi vaksin vaksinini data masuk puskesmas;['pleasee', 'gimanaaku', 'vaksin', 'rabu', 'kemarin', 'sekaramg', 'dapet', 'smstrus', 'pas', 'cek', 'pedulilindungi', 'vaksin', 'vaksinini', 'data', 'masukin', 'puskesmas', 'plindungi']
1803;1803;Negatif;bbigod plindungi aku udah masuk tapi ko tanggal lahir salah gimna ya;bbigod plindungi aku udah masuk tapi ko tanggal lahir salah gimna ya;['bbigod', 'plindungi', 'aku', 'udah', 'masuk', 'tapi', 'ko', 'tanggal', 'lahir', 'salah', 'gimna', 'ya'];<FreqDist with 12 samples and 12 outcomes>;['ko', 'tanggal', 'lahir', 'salah', 'gimna'];bbigod plindungi kok tanggal lahir salah bagaimana;kok tanggal lahir salah bagaimana;['bbigod', 'plindungi', 'ko', 'tanggal', 'lahir', 'salah', 'gimna']
1804;1804;Negatif;halo plindungi ini aplikasinya gak bisa digunakan dari kemarin udah reinstall dan restart hp tapi masih kayak gini juga tolong bantuannya ya  httpstcoltlsycb;halo plindungi ini aplikasinya gak bisa digunakan dari kemarin udah reinstall dan restart hp tapi masih kayak gini juga tolong bantuannya ya httpstcoltlsycb;['halo', 'plindungi', 'ini', 'aplikasinya', 'gak', 'bisa', 'digunakan', 'dari', 'kemarin', 'udah', 'reinstall', 'dan', 'restart', 'hp', 'tapi', 'masih', 'kayak', 'gini', 'juga', 'tolong', 'bantuannya', 'ya', 'httpstcoltlsycb'];<FreqDist with 23 samples and 23 outcomes>;['aplikasinya', 'kemarin', 'reinstall', 'restart', 'hp', 'gini', 'tolong', 'bantuannya'];plindungi aplikasinya kemarin reinstall restart hp begini tolong bantuannya httpstcoltlsycb;aplikasi kemarin reinstall restart hp begini tolong bantu;['plindungi', 'aplikasinya', 'kemarin', 'reinstall', 'restart', 'hp', 'gini', 'tolong', 'bantuannya', 'httpstcoltlsycb']
1805;1805;Negatif;plindungi min aku kan udah vaksin tahap pertama tanggal  kemaren terus yang tahap kedua  tadi tapi gimana kok sertifikat yang pertama kok ga ada malah sertifikat yang seharusnya tahap kedua malah jadi yang pertama itu gimana si tolong  ht;plindungi min aku kan udah vaksin tahap pertama tanggal kemaren terus yang tahap kedua tadi tapi gimana kok sertifikat yang pertama kok ga ada malah sertifikat yang seharusnya tahap kedua malah jadi yang pertama itu gimana si tolong ht;['plindungi', 'min', 'aku', 'kan', 'udah', 'vaksin', 'tahap', 'pertama', 'tanggal', 'kemaren', 'terus', 'yang', 'tahap', 'kedua', 'tadi', 'tapi', 'gimana', 'kok', 'sertifikat', 'yang', 'pertama', 'kok', 'ga', 'ada', 'malah', 'sertifikat', 'yang', 'seharusnya', 'tahap', 'kedua', 'malah', 'jadi', 'yang', 'pertama', 'itu', 'gimana', 'si', 'tolong', 'ht'];<FreqDist with 27 samples and 39 outcomes>;['vaksin', 'tahap', 'tanggal', 'kemaren', 'tahap', 'sertifikat', 'sertifikat', 'tahap', 'tolong'];plindungi vaksin tahap tanggal kemarin tahap sertifikat sertifikat tahap tolong;vaksin tahap tanggal kemarin tahap sertifikat sertifikat tahap tolong;['plindungi', 'vaksin', 'tahap', 'tanggal', 'kemaren', 'tahap', 'sertifikat', 'sertifikat', 'tahap', 'tolong']
1806;1806;Negatif;plindungi hallo min cara ganti password gimana yah  kok saya cari di aplikasi gak ada atau saya yang gak liat  thanks;plindungi hallo min cara ganti password gimana yah kok saya cari di aplikasi gak ada atau saya yang gak liat thanks;['plindungi', 'hallo', 'min', 'cara', 'ganti', 'password', 'gimana', 'yah', 'kok', 'saya', 'cari', 'di', 'aplikasi', 'gak', 'ada', 'atau', 'saya', 'yang', 'gak', 'liat', 'thanks'];<FreqDist with 19 samples and 21 outcomes>;['ganti', 'password', 'cari', 'aplikasi', 'liat', 'thanks'];plindungi ganti password cari aplikasi lihat thanks;ganti password cari aplikasi lihat thanks;['plindungi', 'ganti', 'password', 'cari', 'aplikasi', 'liat', 'thanks']
1807;1807;Negatif;plindungi sy sudah vaksin dosis  tanggal  agustus  hari ini mau vaksin dosis  tp beda tempat dg yg pertama karna waktu jadwal kedua sedang sakit dan ditolak dong dengan alasan beda tempat usernya beda jadi nik dll tidak keluar dikhawatirk;plindungi sy sudah vaksin dosis tanggal agustus hari ini mau vaksin dosis tp beda tempat dg yg pertama karna waktu jadwal kedua sedang sakit dan ditolak dong dengan alasan beda tempat usernya beda jadi nik dll tidak keluar dikhawatirk;['plindungi', 'sy', 'sudah', 'vaksin', 'dosis', 'tanggal', 'agustus', 'hari', 'ini', 'mau', 'vaksin', 'dosis', 'tp', 'beda', 'tempat', 'dg', 'yg', 'pertama', 'karna', 'waktu', 'jadwal', 'kedua', 'sedang', 'sakit', 'dan', 'ditolak', 'dong', 'dengan', 'alasan', 'beda', 'tempat', 'usernya', 'beda', 'jadi', 'nik', 'dll', 'tidak', 'keluar', 'dikhawatirk'];<FreqDist with 34 samples and 39 outcomes>;['vaksin', 'dosis', 'tanggal', 'agustus', 'vaksin', 'dosis', 'beda', 'karna', 'jadwal', 'sakit', 'ditolak', 'alasan', 'beda', 'usernya', 'beda', 'nik', 'dikhawatirk'];plindungi vaksin dosis tanggal agustus vaksin dosis beda karena jadwal sakit ditolak alasan beda usernya beda nik dikhawatirk;vaksin dosis tanggal agustus vaksin dosis beda karena jadwal sakit tolak alas beda usernya beda nik dikhawatirk;['plindungi', 'vaksin', 'dosis', 'tanggal', 'agustus', 'vaksin', 'dosis', 'beda', 'karna', 'jadwal', 'sakit', 'ditolak', 'alasan', 'beda', 'usernya', 'beda', 'nik', 'dikhawatirk']
