;Value;tweet;cleaning;tweet_tokens;tweet_stopwords
1353;Negatif;@PLindungi Minn ini masi on ga ya twitternya. Punya adekku pas dicek barusan sertif 2 nya gak muncul. Padahal udah vaksin dari lamaa. Sama dia coba di logout, pas mau login lagi malah gabisa karena kodenya ga masuk ke sms padahal nomornua tetep;minn ini masi on ga ya twitternya punya adekku pas dicek barusan sertif nya gak muncul padahal udah vaksin dari lamaa sama dia coba di logout pas mau login lagi malah gabisa karena kodenya ga masuk ke sms padahal nomornua tetep;['minn', 'ini', 'masi', 'on', 'ga', 'ya', 'twitternya', 'punya', 'adekku', 'pas', 'dicek', 'barusan', 'sertif', 'nya', 'gak', 'muncul', 'padahal', 'udah', 'vaksin', 'dari', 'lamaa', 'sama', 'dia', 'coba', 'di', 'logout', 'pas', 'mau', 'login', 'lagi', 'malah', 'gabisa', 'karena', 'kodenya', 'ga', 'masuk', 'ke', 'sms', 'padahal', 'nomornua', 'tetep'];['minn', 'masi', 'twitternya', 'adekku', 'pas', 'dicek', 'barusan', 'sertif', 'muncul', 'vaksin', 'lamaa', 'coba', 'logout', 'pas', 'login', 'gabisa', 'kodenya', 'sms', 'nomornua', 'tetep']
1354;Negatif;@nurrihardi @PLindungi Halo selamat pagi kak. Bumame Farmasi sudah terintegrasi dengan PeduliLindungi yaa, sehingga hasil test akan terkoneksi ðð»;halo selamat pagi kak bumame farmasi sudah terintegrasi dengan pedulilindungi yaa sehingga hasil test akan terkoneksi;['halo', 'selamat', 'pagi', 'kak', 'bumame', 'farmasi', 'sudah', 'terintegrasi', 'dengan', 'pedulilindungi', 'yaa', 'sehingga', 'hasil', 'test', 'akan', 'terkoneksi'];['selamat', 'pagi', 'bumame', 'farmasi', 'terintegrasi', 'pedulilindungi', 'hasil', 'test', 'terkoneksi']
1355;Negatif;Halo @PLindungi saya mau claim sertifikat kenapa sangat sangat sulit semua nya gak.bisa, via aplikasi atau web sama aja.  https://t.co/pNCvUN1lLt;halo saya mau claim sertifikat kenapa sangat sangat sulit semua nya gakbisa via aplikasi atau web sama aja;['halo', 'saya', 'mau', 'claim', 'sertifikat', 'kenapa', 'sangat', 'sangat', 'sulit', 'semua', 'nya', 'gakbisa', 'via', 'aplikasi', 'atau', 'web', 'sama', 'aja'];['claim', 'sertifikat', 'sulit', 'gakbisa', 'via', 'aplikasi', 'web']
1356;Negatif;@nomnombish @PLindungi haii udah muncul sebulan kemudian;haii udah muncul sebulan kemudian;['haii', 'udah', 'muncul', 'sebulan', 'kemudian'];['haii', 'muncul', 'sebulan']
1357;Negatif;@zshci @PLindungi Kak muncul belomm? Mau vaksin beda tempat juga ini;kak muncul belomm mau vaksin beda tempat juga ini;['kak', 'muncul', 'belomm', 'mau', 'vaksin', 'beda', 'tempat', 'juga', 'ini'];['muncul', 'belomm', 'vaksin', 'beda']
1358;Negatif;@PLindungi surat terbuka buat tim @PLindungi itu gimana ya cara hapus notif di app-nya sumpah ganggu bgt loh, ga ngerti padahal udah di email, udah di DM thru pedulilindungi twitter tp ttp ga di gubris. Ganggu tau ga sih notif ga bs d apa2in,coba tlg di p;surat terbuka buat tim itu gimana ya cara hapus notif di appnya sumpah ganggu bgt loh ga ngerti padahal udah di email udah di dm thru pedulilindungi twitter tp ttp ga di gubris ganggu tau ga sih notif ga bs  apaincoba tlg di ;['surat', 'terbuka', 'buat', 'tim', 'itu', 'gimana', 'ya', 'cara', 'hapus', 'notif', 'di', 'appnya', 'sumpah', 'ganggu', 'bgt', 'loh', 'ga', 'ngerti', 'padahal', 'udah', 'di', 'email', 'udah', 'di', 'dm', 'thru', 'pedulilindungi', 'twitter', 'tp', 'ttp', 'ga', 'di', 'gubris', 'ganggu', 'tau', 'ga', 'sih', 'notif', 'ga', 'bs', 'apaincoba', 'tlg', 'di'];['surat', 'terbuka', 'tim', 'hapus', 'notif', 'appnya', 'sumpah', 'ganggu', 'ngerti', 'email', 'dm', 'thru', 'pedulilindungi', 'twitter', 'ttp', 'gubris', 'ganggu', 'notif', 'apaincoba', 'tlg']
1359;Negatif;@kimiafarmaind @dinkeskotadepok @KemenkesRI @PLindungi @pedulilindungi Sudah dikirimkan via DM ya @kimiafarmaind  mohon dibantu untuk ditindak lanjuti Krn suami saya jd susah mau masuk kekntr yg kebetulan sebelah mal, harus menunjukan sertifikat keduanya ;sudah dikirimkan via dm ya mohon dibantu untuk ditindak lanjuti krn suami saya jd susah mau masuk kekntr yg kebetulan sebelah mal harus menunjukan sertifikat keduanya;['sudah', 'dikirimkan', 'via', 'dm', 'ya', 'mohon', 'dibantu', 'untuk', 'ditindak', 'lanjuti', 'krn', 'suami', 'saya', 'jd', 'susah', 'mau', 'masuk', 'kekntr', 'yg', 'kebetulan', 'sebelah', 'mal', 'harus', 'menunjukan', 'sertifikat', 'keduanya'];['dikirimkan', 'via', 'dm', 'dibantu', 'ditindak', 'lanjuti', 'suami', 'susah', 'kekntr', 'sebelah', 'mal', 'menunjukan', 'sertifikat']
1360;Negatif;@bumame_farmasi tuh masih nyambung ga sih ke @PLindungi ??;farmasi tuh masih nyambung ga sih ke;['farmasi', 'tuh', 'masih', 'nyambung', 'ga', 'sih', 'ke'];['farmasi', 'nyambung']
1361;Negatif;@PLindungi hallo admin peduli lindungi, kenapa sih mau download sertifikat vaksin masih harus kasih masuk tanggal vaksin? Apa NIK saja tidak cukup? Bukankah dulu saat vaksin ada penyertaan E-KTP? di mana semua data kita sudah masuk? Jadi, cukup NIK aja ha;hallo admin peduli lindungi kenapa sih mau download sertifikat vaksin masih harus kasih masuk tanggal vaksin apa nik saja tidak cukup bukankah dulu saat vaksin ada penyertaan ektp di mana semua data kita sudah masuk jadi cukup nik aja ha;['hallo', 'admin', 'peduli', 'lindungi', 'kenapa', 'sih', 'mau', 'download', 'sertifikat', 'vaksin', 'masih', 'harus', 'kasih', 'masuk', 'tanggal', 'vaksin', 'apa', 'nik', 'saja', 'tidak', 'cukup', 'bukankah', 'dulu', 'saat', 'vaksin', 'ada', 'penyertaan', 'ektp', 'di', 'mana', 'semua', 'data', 'kita', 'sudah', 'masuk', 'jadi', 'cukup', 'nik', 'aja', 'ha'];['admin', 'peduli', 'lindungi', 'download', 'sertifikat', 'vaksin', 'kasih', 'tanggal', 'vaksin', 'nik', 'vaksin', 'penyertaan', 'ektp', 'data', 'nik']
1362;Negatif;@PLindungi boleh tolong cek dm?;boleh tolong cek dm;['boleh', 'tolong', 'cek', 'dm'];['tolong', 'cek', 'dm']
1363;Negatif;@rio_anthony @PLindungi halo kak, maaf ganggu. saya mau nanya skrg gimana ya status di peduli lindungi nya? soalnya saya sama juga kek gini, udah vaksin 1 tapi masih merah. terimakasih sebelumnyaa;anthony halo kak maaf ganggu saya mau nanya skrg gimana ya status di peduli lindungi nya soalnya saya sama juga kek gini udah vaksin tapi masih merah terimakasih sebelumnyaa;['anthony', 'halo', 'kak', 'maaf', 'ganggu', 'saya', 'mau', 'nanya', 'skrg', 'gimana', 'ya', 'status', 'di', 'peduli', 'lindungi', 'nya', 'soalnya', 'saya', 'sama', 'juga', 'kek', 'gini', 'udah', 'vaksin', 'tapi', 'masih', 'merah', 'terimakasih', 'sebelumnyaa'];['anthony', 'maaf', 'ganggu', 'nanya', 'status', 'peduli', 'lindungi', 'gini', 'vaksin', 'merah', 'terimakasih', 'sebelumnyaa']
1364;Negatif;@PLindungi Kenapa sih aplikasi kalian macam Kontol...?  Udah Captcha nya banyak masuknya susah pulak, ANJENG kalian semua.  https://t.co/GbZCdZLfQF;kenapa sih aplikasi kalian macam kontol udah captcha nya banyak masuknya susah pulak anjeng kalian semua;['kenapa', 'sih', 'aplikasi', 'kalian', 'macam', 'kontol', 'udah', 'captcha', 'nya', 'banyak', 'masuknya', 'susah', 'pulak', 'anjeng', 'kalian', 'semua'];['aplikasi', 'kontol', 'captcha', 'masuknya', 'susah', 'pulak', 'anjeng']
1365;Negatif;@PLindungi kenapa istri saya pada saat scan jd warna kuning ? Apakah karena di aplikasinya tergabung dengan sertifikat vaksin anak saya yg kebetulan baru menjalani dosis pertama ? #pedulilindungierror;kenapa istri saya pada saat scan jd warna kuning apakah karena di aplikasinya tergabung dengan sertifikat vaksin anak saya yg kebetulan baru menjalani dosis pertama;['kenapa', 'istri', 'saya', 'pada', 'saat', 'scan', 'jd', 'warna', 'kuning', 'apakah', 'karena', 'di', 'aplikasinya', 'tergabung', 'dengan', 'sertifikat', 'vaksin', 'anak', 'saya', 'yg', 'kebetulan', 'baru', 'menjalani', 'dosis', 'pertama'];['istri', 'scan', 'warna', 'kuning', 'aplikasinya', 'tergabung', 'sertifikat', 'vaksin', 'anak', 'menjalani', 'dosis']
1366;Negatif;Hallo admin @PLindungi nanya dong, Gimana caranya benerin no tlp ibu saya yg salah catat? Mohon bantuannya;hallo admin nanya dong gimana caranya benerin no tlp ibu saya yg salah catat mohon bantuannya;['hallo', 'admin', 'nanya', 'dong', 'gimana', 'caranya', 'benerin', 'no', 'tlp', 'ibu', 'saya', 'yg', 'salah', 'catat', 'mohon', 'bantuannya'];['admin', 'nanya', 'benerin', 'tlp', 'salah', 'catat', 'bantuannya']
1367;Negatif;gue udah dapet sms vaksin kedua tapi kenapa di app @PLindungi gaada barcodenya ya?;gue udah dapet sms vaksin kedua tapi kenapa di app gaada barcodenya ya;['gue', 'udah', 'dapet', 'sms', 'vaksin', 'kedua', 'tapi', 'kenapa', 'di', 'app', 'gaada', 'barcodenya', 'ya'];['gue', 'dapet', 'sms', 'vaksin', 'app', 'gaada', 'barcodenya']
1368;Negatif;@PLindungi min tolong dong gimana caranya nakes lupa input data vaksin, masa kudu vaksin lagi yg ketiga atuh. Nakesnya lupa :(;min tolong dong gimana caranya nakes lupa input data vaksin masa kudu vaksin lagi yg ketiga atuh nakesnya lupa;['min', 'tolong', 'dong', 'gimana', 'caranya', 'nakes', 'lupa', 'input', 'data', 'vaksin', 'masa', 'kudu', 'vaksin', 'lagi', 'yg', 'ketiga', 'atuh', 'nakesnya', 'lupa'];['tolong', 'nakes', 'lupa', 'input', 'data', 'vaksin', 'vaksin', 'ketiga', 'nakesnya', 'lupa']
1369;Negatif;Lagi nyebrang di Pelabuhan Merak, hasil antigen kok ga masuk @PLindungi ya? Padahal punya teman kantor muncul, bahkan akunnya versi lama;lagi nyebrang di pelabuhan merak hasil antigen kok ga masuk ya padahal punya teman kantor muncul bahkan akunnya versi lama;['lagi', 'nyebrang', 'di', 'pelabuhan', 'merak', 'hasil', 'antigen', 'kok', 'ga', 'masuk', 'ya', 'padahal', 'punya', 'teman', 'kantor', 'muncul', 'bahkan', 'akunnya', 'versi', 'lama'];['nyebrang', 'pelabuhan', 'merak', 'hasil', 'antigen', 'teman', 'kantor', 'muncul', 'akunnya', 'versi']
1370;Negatif;@PLindungi min mau liat sertifikat vaksin di aplikasi gimana . Ga muncul 2;min mau liat sertifikat vaksin di aplikasi gimana ga muncul;['min', 'mau', 'liat', 'sertifikat', 'vaksin', 'di', 'aplikasi', 'gimana', 'ga', 'muncul'];['liat', 'sertifikat', 'vaksin', 'aplikasi', 'muncul']
1371;Negatif;@Lex91670976 @PLindungi halo kak, maaf ganggu yaa, aku mau nanya dong ini kakak sampe sekarang masih merah ga ya di app nya? aku soalnya kek gini juga kak, terimakasih sebelumnyað¤;halo kak maaf ganggu yaa aku mau nanya dong ini kakak sampe sekarang masih merah ga ya di app nya aku soalnya kek gini juga kak terimakasih sebelumnya;['halo', 'kak', 'maaf', 'ganggu', 'yaa', 'aku', 'mau', 'nanya', 'dong', 'ini', 'kakak', 'sampe', 'sekarang', 'masih', 'merah', 'ga', 'ya', 'di', 'app', 'nya', 'aku', 'soalnya', 'kek', 'gini', 'juga', 'kak', 'terimakasih', 'sebelumnya'];['maaf', 'ganggu', 'nanya', 'kakak', 'sampe', 'merah', 'app', 'gini', 'terimakasih']
1372;Negatif;@PLindungi Ini saya cuman terkendala di nomer hp... Pas ndaftar nomer hp saya dan ibu saya sama... Seharusnya gk masalah... Kok saya belum dpt sms dari 119 sama ktnya no hp sya sudah terdaftar.. Tolong bisa bantu;ini saya cuman terkendala di nomer hp pas ndaftar nomer hp saya dan ibu saya sama seharusnya gk masalah kok saya belum dpt sms dari sama ktnya no hp sya sudah terdaftar tolong bisa bantu;['ini', 'saya', 'cuman', 'terkendala', 'di', 'nomer', 'hp', 'pas', 'ndaftar', 'nomer', 'hp', 'saya', 'dan', 'ibu', 'saya', 'sama', 'seharusnya', 'gk', 'masalah', 'kok', 'saya', 'belum', 'dpt', 'sms', 'dari', 'sama', 'ktnya', 'no', 'hp', 'sya', 'sudah', 'terdaftar', 'tolong', 'bisa', 'bantu'];['cuman', 'terkendala', 'nomer', 'hp', 'pas', 'ndaftar', 'nomer', 'hp', 'sms', 'ktnya', 'hp', 'sya', 'terdaftar', 'tolong', 'bantu']
1373;Negatif;Termasuk saya. Masalahnya saya uda vaksin dua kali dan sampai minggu lalu status sudah hijau, tapi sertifikat vaksin kedua gak keluar2. Tiba2 kemarin waktu check in status kuning dan dilarang masuk ðð what a perfect timeâ¦ @PLindungi;termasuk saya masalahnya saya uda vaksin dua kali dan sampai minggu lalu status sudah hijau tapi sertifikat vaksin kedua gak keluar tiba kemarin waktu check in status kuning dan dilarang masuk what  perfect time;['termasuk', 'saya', 'masalahnya', 'saya', 'uda', 'vaksin', 'dua', 'kali', 'dan', 'sampai', 'minggu', 'lalu', 'status', 'sudah', 'hijau', 'tapi', 'sertifikat', 'vaksin', 'kedua', 'gak', 'keluar', 'tiba', 'kemarin', 'waktu', 'check', 'in', 'status', 'kuning', 'dan', 'dilarang', 'masuk', 'what', 'perfect', 'time'];['uda', 'vaksin', 'minggu', 'status', 'hijau', 'sertifikat', 'vaksin', 'kemarin', 'check', 'status', 'kuning', 'dilarang', 'perfect', 'time']
1374;Negatif;@PLindungi bagaimana cara menghapus data sertifikat orang lain yang ada di akun pedulilindungi kita?;bagaimana cara menghapus data sertifikat orang lain yang ada di akun pedulilindungi kita;['bagaimana', 'cara', 'menghapus', 'data', 'sertifikat', 'orang', 'lain', 'yang', 'ada', 'di', 'akun', 'pedulilindungi', 'kita'];['menghapus', 'data', 'sertifikat', 'akun', 'pedulilindungi']
1375;negatif;Halo @PLindungi, mau nanya dong. Ini dari kapan tau mau cek sertifikat vaksin tp ko ga ada ya? Udah lama dan coba berkali2 masih blm bisa. Ada alternatif lain ga? Log in via aplikasi jg bapuk bgt :( help  https://t.co/w9Fd40hTVs;halo mau nanya dong ini dari kapan tau mau cek sertifikat vaksin tp ko ga ada ya udah lama dan coba berkali masih blm bisa ada alternatif lain ga log in via aplikasi jg bapuk bgt help;['halo', 'mau', 'nanya', 'dong', 'ini', 'dari', 'kapan', 'tau', 'mau', 'cek', 'sertifikat', 'vaksin', 'tp', 'ko', 'ga', 'ada', 'ya', 'udah', 'lama', 'dan', 'coba', 'berkali', 'masih', 'blm', 'bisa', 'ada', 'alternatif', 'lain', 'ga', 'log', 'in', 'via', 'aplikasi', 'jg', 'bapuk', 'bgt', 'help'];['nanya', 'cek', 'sertifikat', 'vaksin', 'ko', 'coba', 'berkali', 'alternatif', 'log', 'via', 'aplikasi', 'bapuk', 'help']
1376;Negatif;@PLindungi masih aktif ga nih? Ad yang mau ditanya;masih aktif ga nih ad yang mau ditanya;['masih', 'aktif', 'ga', 'nih', 'ad', 'yang', 'mau', 'ditanya'];['aktif', 'ad']
1377;Negatif;@PLindungi setelah update aplikasi knp kok gak bisa liat sertifikat vaksin ya ? Setiap mau liat pasti keluar dari aplikasinya;setelah update aplikasi knp kok gak bisa liat sertifikat vaksin ya setiap mau liat pasti keluar dari aplikasinya;['setelah', 'update', 'aplikasi', 'knp', 'kok', 'gak', 'bisa', 'liat', 'sertifikat', 'vaksin', 'ya', 'setiap', 'mau', 'liat', 'pasti', 'keluar', 'dari', 'aplikasinya'];['aplikasi', 'knp', 'liat', 'sertifikat', 'vaksin', 'liat', 'aplikasinya']
1378;Negatif;@PLindungi min gimana ya ini , ada yg pakai KTP nenek saya buat vaksin , sedangkan nenek saya belum sama sekali vaksin pada hari itu , beliau  vaksin D1 baru hr ini tgl 25 desember.  https://t.co/zCCQGmV3ml;min gimana ya ini ada yg pakai ktp nenek saya buat vaksin sedangkan nenek saya belum sama sekali vaksin pada hari itu beliau vaksin  baru hr ini tgl desember;['min', 'gimana', 'ya', 'ini', 'ada', 'yg', 'pakai', 'ktp', 'nenek', 'saya', 'buat', 'vaksin', 'sedangkan', 'nenek', 'saya', 'belum', 'sama', 'sekali', 'vaksin', 'pada', 'hari', 'itu', 'beliau', 'vaksin', 'baru', 'hr', 'ini', 'tgl', 'desember'];['pakai', 'ktp', 'nenek', 'vaksin', 'nenek', 'vaksin', 'beliau', 'vaksin', 'tgl', 'desember']
1379;Negatif;@PLindungi  mau liburan akhir tahun malah bermasalah sertifikatnya. jelas2 udah vaksin 2x malah ditambahin kolom vaksin lagi. kebaca di sistem seolah olah belom vaksin sama sekali. tolong lah jangan nyusahin kami lagi.... gimana ini solusinya min???;mau liburan akhir tahun malah bermasalah sertifikatnya jelas udah vaksin  malah ditambahin kolom vaksin lagi kebaca di sistem seolah olah belom vaksin sama sekali tolong lah jangan nyusahin kami lagi gimana ini solusinya min;['mau', 'liburan', 'akhir', 'tahun', 'malah', 'bermasalah', 'sertifikatnya', 'jelas', 'udah', 'vaksin', 'malah', 'ditambahin', 'kolom', 'vaksin', 'lagi', 'kebaca', 'di', 'sistem', 'seolah', 'olah', 'belom', 'vaksin', 'sama', 'sekali', 'tolong', 'lah', 'jangan', 'nyusahin', 'kami', 'lagi', 'gimana', 'ini', 'solusinya', 'min'];['liburan', 'bermasalah', 'sertifikatnya', 'vaksin', 'ditambahin', 'kolom', 'vaksin', 'kebaca', 'sistem', 'olah', 'belom', 'vaksin', 'tolong', 'nyusahin', 'solusinya']
1380;Negatif;@PLindungi halo min, tolong cek dm ya, thank u;halo min tolong cek dm ya thank ;['halo', 'min', 'tolong', 'cek', 'dm', 'ya', 'thank'];['tolong', 'cek', 'dm', 'thank']
1381;Negatif;@gudel_13 soale aku rak iso install aplikasi @PLindungi , duwene peduli kasih ð;soale aku rak iso install aplikasi duwene peduli kasih;['soale', 'aku', 'rak', 'iso', 'install', 'aplikasi', 'duwene', 'peduli', 'kasih'];['soale', 'rak', 'iso', 'install', 'aplikasi', 'duwene', 'peduli', 'kasih']
1382;Negatif;@diahuta08854426 @PLindungi Aku juga gitu...gimana ya;aku juga gitugimana ya;['aku', 'juga', 'gitugimana', 'ya'];['gitugimana']
1383;Negatif;@PLindungi kenapa tiap mau download sertifikat nya selalu muncul notif begini? pdahal NIK sudah sesuai KTP dan Kartu Vaksin?  https://t.co/GlvzIIIlMy;kenapa tiap mau download sertifikat nya selalu muncul notif begini pdahal nik sudah sesuai ktp dan kartu vaksin;['kenapa', 'tiap', 'mau', 'download', 'sertifikat', 'nya', 'selalu', 'muncul', 'notif', 'begini', 'pdahal', 'nik', 'sudah', 'sesuai', 'ktp', 'dan', 'kartu', 'vaksin'];['download', 'sertifikat', 'muncul', 'notif', 'pdahal', 'nik', 'sesuai', 'ktp', 'kartu', 'vaksin']
1384;Negatif;@PLindungi admin mau tanyaa perihal sertifikat vaksin, boleh tolong dibantu ðð» saya sudah coba jelaskan di DM ðð»;admin mau tanyaa perihal sertifikat vaksin boleh tolong dibantu saya sudah coba jelaskan di dm;['admin', 'mau', 'tanyaa', 'perihal', 'sertifikat', 'vaksin', 'boleh', 'tolong', 'dibantu', 'saya', 'sudah', 'coba', 'jelaskan', 'di', 'dm'];['admin', 'tanyaa', 'perihal', 'sertifikat', 'vaksin', 'tolong', 'dibantu', 'coba', 'dm']
1385;Negatif;@PLindungi mau tanya saya daftar qr code untuk usaha saya ko ga dapat balasan email ya. disitu 1x24 jam tp 3 hari belum ada jawaban;mau tanya saya daftar qr code untuk usaha saya ko ga dapat balasan email ya disitu  jam tp hari belum ada jawaban;['mau', 'tanya', 'saya', 'daftar', 'qr', 'code', 'untuk', 'usaha', 'saya', 'ko', 'ga', 'dapat', 'balasan', 'email', 'ya', 'disitu', 'jam', 'tp', 'hari', 'belum', 'ada', 'jawaban'];['daftar', 'qr', 'code', 'usaha', 'ko', 'balasan', 'email', 'disitu', 'jam']
1386;Negatif;@PLindungi nik sy saat dimasukan ke peduli lindungi masuk ke orang lain. Padahal sesuai data disdukcapil itu nik sy. Sdh sy lapor 3x di disdukcapil. Sdh sy imel 6 bulan lalu ke peduli lindungi. Sampai hari ini tetap aja. Sy repot jd manusia manual. Gimana;nik sy saat dimasukan ke peduli lindungi masuk ke orang lain padahal sesuai data disdukcapil itu nik sy sdh sy lapor  di disdukcapil sdh sy imel bulan lalu ke peduli lindungi sampai hari ini tetap aja sy repot jd manusia manual gimana;['nik', 'sy', 'saat', 'dimasukan', 'ke', 'peduli', 'lindungi', 'masuk', 'ke', 'orang', 'lain', 'padahal', 'sesuai', 'data', 'disdukcapil', 'itu', 'nik', 'sy', 'sdh', 'sy', 'lapor', 'di', 'disdukcapil', 'sdh', 'sy', 'imel', 'bulan', 'lalu', 'ke', 'peduli', 'lindungi', 'sampai', 'hari', 'ini', 'tetap', 'aja', 'sy', 'repot', 'jd', 'manusia', 'manual', 'gimana'];['nik', 'dimasukan', 'peduli', 'lindungi', 'sesuai', 'data', 'disdukcapil', 'nik', 'lapor', 'disdukcapil', 'imel', 'peduli', 'lindungi', 'repot', 'manusia', 'manual']
1387;Negatif;@PLindungi Sudah vaksin seminggu yg lalu SMS blm dapat ,mohon solusinya;sudah vaksin seminggu yg lalu sms blm dapat mohon solusinya;['sudah', 'vaksin', 'seminggu', 'yg', 'lalu', 'sms', 'blm', 'dapat', 'mohon', 'solusinya'];['vaksin', 'seminggu', 'sms', 'solusinya']
1388;Negatif;Sedih ga bs ngemall karena statusnya masih kuning. karena kesalahan @PLindungi ð¥²;sedih ga bs ngemall karena statusnya masih kuning karena kesalahan;['sedih', 'ga', 'bs', 'ngemall', 'karena', 'statusnya', 'masih', 'kuning', 'karena', 'kesalahan'];['sedih', 'ngemall', 'statusnya', 'kuning', 'kesalahan']
1389;Negatif;@PLindungi tolong bgt ini mah, sya udh vaksin dri bln agustus &amp;tolong bgt ini mah sya udh vaksin dri bln agustus amp;['tolong', 'bgt', 'ini', 'mah', 'sya', 'udh', 'vaksin', 'dri', 'bln', 'agustus', 'amp'];['tolong', 'sya', 'udh', 'vaksin', 'dri', 'bln', 'agustus']
1390;Negatif;@PLindungi hi saya mau update status vaksinasi bagaimana?;hi saya mau update status vaksinasi bagaimana;['hi', 'saya', 'mau', 'update', 'status', 'vaksinasi', 'bagaimana'];['hi', 'status', 'vaksinasi']
1391;Negatif;@PLindungi mohon dibantu untuk data istri, sudah 2x vaksin tapi status di peduli lindungi masih merah.;mohon dibantu untuk data istri sudah  vaksin tapi status di peduli lindungi masih merah;['mohon', 'dibantu', 'untuk', 'data', 'istri', 'sudah', 'vaksin', 'tapi', 'status', 'di', 'peduli', 'lindungi', 'masih', 'merah'];['dibantu', 'data', 'istri', 'vaksin', 'status', 'peduli', 'lindungi', 'merah']
1392;Negatif;Suami saya TDK vaksin 1 tp ad sertifikatnya skrg sudah vaksin komplit di @kimiafarmaind ga bisa muncul sertifikat benernya.. harus kmn ya? Sudah email kepeduli ga digubris jg @dinkeskotadepok @KemenkesRI @PLindungi @pedulilindungi mohon dibantu ð;suami saya tdk vaksin tp ad sertifikatnya skrg sudah vaksin komplit di ga bisa muncul sertifikat benernya harus kmn ya sudah email kepeduli ga digubris jg mohon dibantu;['suami', 'saya', 'tdk', 'vaksin', 'tp', 'ad', 'sertifikatnya', 'skrg', 'sudah', 'vaksin', 'komplit', 'di', 'ga', 'bisa', 'muncul', 'sertifikat', 'benernya', 'harus', 'kmn', 'ya', 'sudah', 'email', 'kepeduli', 'ga', 'digubris', 'jg', 'mohon', 'dibantu'];['suami', 'vaksin', 'ad', 'sertifikatnya', 'vaksin', 'komplit', 'muncul', 'sertifikat', 'benernya', 'kmn', 'email', 'kepeduli', 'digubris', 'dibantu']
1393;Negatif;@SupirPete2 Coba @PLindungi aktif lagi lah. Bagaimana ini Pak @titokarnavian_;coba aktif lagi lah bagaimana ini pak;['coba', 'aktif', 'lagi', 'lah', 'bagaimana', 'ini', 'pak'];['coba', 'aktif']
1394;Negatif;Proses Pendaftaran QR code yang telah diajukan prosesnya lama, sudah 3 hari email belum diversifikasi. Mohon di segerakan @KemenkesRI @PLindungi;proses pendaftaran qr code yang telah diajukan prosesnya lama sudah hari email belum diversifikasi mohon di segerakan;['proses', 'pendaftaran', 'qr', 'code', 'yang', 'telah', 'diajukan', 'prosesnya', 'lama', 'sudah', 'hari', 'email', 'belum', 'diversifikasi', 'mohon', 'di', 'segerakan'];['proses', 'pendaftaran', 'qr', 'code', 'diajukan', 'prosesnya', 'email', 'diversifikasi', 'segerakan']
1395;Negatif;@PLindungi haloo min gw udah vaksin ke 2 kok belum muncul sertivikat ya;haloo min gw udah vaksin ke kok belum muncul sertivikat ya;['haloo', 'min', 'gw', 'udah', 'vaksin', 'ke', 'kok', 'belum', 'muncul', 'sertivikat', 'ya'];['haloo', 'vaksin', 'muncul', 'sertivikat']
1396;Negatif;@PLindungi Saya mau revisi data vaksin sejak Oktober belum ada perkembangan. Di peduli lindungi sy vaksin I sinovac tgl 31 Agsts pdhl gak vaksin. Actualnya 23 Okt pake AZ. Smp skrng sy gak bs vaksin kedua. Ini gimn nih @PLindungi ??;saya mau revisi data vaksin sejak oktober belum ada perkembangan di peduli lindungi sy vaksin  sinovac tgl agsts pdhl gak vaksin actualnya okt pake az smp skrng sy gak bs vaksin kedua ini gimn nih;['saya', 'mau', 'revisi', 'data', 'vaksin', 'sejak', 'oktober', 'belum', 'ada', 'perkembangan', 'di', 'peduli', 'lindungi', 'sy', 'vaksin', 'sinovac', 'tgl', 'agsts', 'pdhl', 'gak', 'vaksin', 'actualnya', 'okt', 'pake', 'az', 'smp', 'skrng', 'sy', 'gak', 'bs', 'vaksin', 'kedua', 'ini', 'gimn', 'nih'];['revisi', 'data', 'vaksin', 'oktober', 'perkembangan', 'peduli', 'lindungi', 'vaksin', 'sinovac', 'tgl', 'agsts', 'pdhl', 'vaksin', 'actualnya', 'okt', 'pake', 'az', 'smp', 'skrng', 'vaksin', 'gimn']
1397;Negatif;@PLindungi No hp saya yg digunakan untuk daftar sudah terblokir. Jadi tidak bisa masuk aplikasi. Sedangkan tempat vaksin tidak memberi kertas bukti vaksin. Bagaimana min @PLindungi ?;no hp saya yg digunakan untuk daftar sudah terblokir jadi tidak bisa masuk aplikasi sedangkan tempat vaksin tidak memberi kertas bukti vaksin bagaimana min;['no', 'hp', 'saya', 'yg', 'digunakan', 'untuk', 'daftar', 'sudah', 'terblokir', 'jadi', 'tidak', 'bisa', 'masuk', 'aplikasi', 'sedangkan', 'tempat', 'vaksin', 'tidak', 'memberi', 'kertas', 'bukti', 'vaksin', 'bagaimana', 'min'];['hp', 'daftar', 'terblokir', 'aplikasi', 'vaksin', 'kertas', 'bukti', 'vaksin']
1398;Negatif;@PLindungi min bagaimana cara download sertifikat vaksin kalo yang didaftarkan nomornya yang tidak aktif;min bagaimana cara download sertifikat vaksin kalo yang didaftarkan nomornya yang tidak aktif;['min', 'bagaimana', 'cara', 'download', 'sertifikat', 'vaksin', 'kalo', 'yang', 'didaftarkan', 'nomornya', 'yang', 'tidak', 'aktif'];['download', 'sertifikat', 'vaksin', 'didaftarkan', 'nomornya', 'aktif']
